Date,Week,Month,Year,Location,Rate
08/11/2004,32,8,2004,St. Louis,179.00
08/11/2004,32,8,2004,Cincinnati,188.00
08/11/2004,32,8,2004,Lower Ohio,186.00
08/11/2004,32,8,2004,Cairo-Memphis,174.00
08/18/2004,33,8,2004,Twin Cities,235.00
08/18/2004,33,8,2004,Mid-Mississippi,228.00
08/18/2004,33,8,2004,Lower Illinois,228.00
08/18/2004,33,8,2004,St. Louis,218.00
08/18/2004,33,8,2004,Cincinnati,228.00
08/18/2004,33,8,2004,Lower Ohio,228.00
08/18/2004,33,8,2004,Cairo-Memphis,202.00
08/25/2004,34,8,2004,Twin Cities,229.00
08/25/2004,34,8,2004,Mid-Mississippi,225.00
08/25/2004,34,8,2004,Lower Illinois,224.00
08/25/2004,34,8,2004,St. Louis,208.00
08/25/2004,34,8,2004,Cincinnati,231.00
08/25/2004,34,8,2004,Lower Ohio,231.00
08/25/2004,34,8,2004,Cairo-Memphis,201.00
09/01/2004,35,9,2004,Twin Cities,230.00
09/01/2004,35,9,2004,Mid-Mississippi,224.00
09/01/2004,35,9,2004,Lower Illinois,221.00
09/01/2004,35,9,2004,St. Louis,212.00
09/01/2004,35,9,2004,Cincinnati,236.00
09/01/2004,35,9,2004,Lower Ohio,239.00
09/01/2004,35,9,2004,Cairo-Memphis,217.00
09/08/2004,36,9,2004,Twin Cities,230.00
09/08/2004,36,9,2004,Mid-Mississippi,222.00
09/08/2004,36,9,2004,Lower Illinois,228.00
09/08/2004,36,9,2004,St. Louis,259.00
09/08/2004,36,9,2004,Cincinnati,262.00
09/08/2004,36,9,2004,Lower Ohio,266.00
09/08/2004,36,9,2004,Cairo-Memphis,267.00
09/15/2004,37,9,2004,Twin Cities,314.00
09/15/2004,37,9,2004,Mid-Mississippi,336.00
09/15/2004,37,9,2004,Lower Illinois,355.00
09/15/2004,37,9,2004,St. Louis,373.00
09/15/2004,37,9,2004,Cincinnati,358.00
09/15/2004,37,9,2004,Lower Ohio,360.00
09/15/2004,37,9,2004,Cairo-Memphis,385.00
09/22/2004,38,9,2004,Twin Cities,335.00
09/22/2004,38,9,2004,Mid-Mississippi,357.00
09/22/2004,38,9,2004,Lower Illinois,383.00
09/22/2004,38,9,2004,St. Louis,390.00
09/22/2004,38,9,2004,Cincinnati,379.00
09/22/2004,38,9,2004,Lower Ohio,386.00
09/22/2004,38,9,2004,Cairo-Memphis,384.00
09/29/2004,39,9,2004,Twin Cities,382.00
09/29/2004,39,9,2004,Mid-Mississippi,400.00
09/29/2004,39,9,2004,Lower Illinois,426.00
09/29/2004,39,9,2004,St. Louis,414.00
09/29/2004,39,9,2004,Cincinnati,420.00
09/29/2004,39,9,2004,Lower Ohio,423.00
09/29/2004,39,9,2004,Cairo-Memphis,388.00
10/06/2004,40,10,2004,Twin Cities,400.00
10/06/2004,40,10,2004,Mid-Mississippi,403.00
10/06/2004,40,10,2004,Lower Illinois,419.00
10/06/2004,40,10,2004,St. Louis,403.00
10/06/2004,40,10,2004,Cincinnati,425.00
10/06/2004,40,10,2004,Lower Ohio,429.00
10/06/2004,40,10,2004,Cairo-Memphis,397.00
10/13/2004,41,10,2004,Twin Cities,335.00
10/13/2004,41,10,2004,Mid-Mississippi,338.00
10/13/2004,41,10,2004,Lower Illinois,340.00
10/13/2004,41,10,2004,St. Louis,307.00
10/13/2004,41,10,2004,Cincinnati,333.00
10/13/2004,41,10,2004,Lower Ohio,333.00
10/13/2004,41,10,2004,Cairo-Memphis,287.00
10/20/2004,42,10,2004,Twin Cities,322.00
10/20/2004,42,10,2004,Mid-Mississippi,333.00
10/20/2004,42,10,2004,Lower Illinois,333.00
10/20/2004,42,10,2004,St. Louis,277.00
10/20/2004,42,10,2004,Cincinnati,306.00
10/20/2004,42,10,2004,Lower Ohio,301.00
10/20/2004,42,10,2004,Cairo-Memphis,238.00
10/27/2004,43,10,2004,Twin Cities,382.00
10/27/2004,43,10,2004,Mid-Mississippi,396.00
10/27/2004,43,10,2004,Lower Illinois,423.00
10/27/2004,43,10,2004,St. Louis,368.00
10/27/2004,43,10,2004,Cincinnati,368.00
10/27/2004,43,10,2004,Lower Ohio,368.00
10/27/2004,43,10,2004,Cairo-Memphis,276.00
11/03/2004,44,11,2004,Twin Cities,374.00
11/03/2004,44,11,2004,Mid-Mississippi,356.00
11/03/2004,44,11,2004,Lower Illinois,369.00
11/03/2004,44,11,2004,St. Louis,317.00
11/03/2004,44,11,2004,Cincinnati,313.00
11/03/2004,44,11,2004,Lower Ohio,312.00
11/03/2004,44,11,2004,Cairo-Memphis,272.00
11/10/2004,45,11,2004,Twin Cities,368.00
11/10/2004,45,11,2004,Mid-Mississippi,385.00
11/10/2004,45,11,2004,Lower Illinois,371.00
11/10/2004,45,11,2004,St. Louis,359.00
11/10/2004,45,11,2004,Cincinnati,371.00
11/10/2004,45,11,2004,Lower Ohio,380.00
11/10/2004,45,11,2004,Cairo-Memphis,333.00
11/17/2004,46,11,2004,Twin Cities,303.00
11/17/2004,46,11,2004,Mid-Mississippi,295.00
11/17/2004,46,11,2004,Lower Illinois,298.00
11/17/2004,46,11,2004,St. Louis,264.00
11/17/2004,46,11,2004,Cincinnati,305.00
11/17/2004,46,11,2004,Lower Ohio,308.00
11/17/2004,46,11,2004,Cairo-Memphis,255.00
11/24/2004,47,11,2004,Twin Cities,255.00
11/24/2004,47,11,2004,Mid-Mississippi,244.00
11/24/2004,47,11,2004,Lower Illinois,236.00
11/24/2004,47,11,2004,St. Louis,180.00
11/24/2004,47,11,2004,Cincinnati,208.00
11/24/2004,47,11,2004,Lower Ohio,208.00
11/24/2004,47,11,2004,Cairo-Memphis,171.00
12/01/2004,48,12,2004,Twin Cities,
12/01/2004,48,12,2004,Mid-Mississippi,249.00
12/01/2004,48,12,2004,Lower Illinois,240.00
12/01/2004,48,12,2004,St. Louis,175.00
12/01/2004,48,12,2004,Cincinnati,192.00
12/01/2004,48,12,2004,Lower Ohio,192.00
12/01/2004,48,12,2004,Cairo-Memphis,166.00
12/08/2004,49,12,2004,Twin Cities,
12/08/2004,49,12,2004,Mid-Mississippi,245.00
12/08/2004,49,12,2004,Lower Illinois,245.00
12/08/2004,49,12,2004,St. Louis,198.00
12/08/2004,49,12,2004,Cincinnati,199.00
12/08/2004,49,12,2004,Lower Ohio,202.00
12/08/2004,49,12,2004,Cairo-Memphis,180.00
12/15/2004,50,12,2004,Twin Cities,
12/15/2004,50,12,2004,Mid-Mississippi,318.00
12/15/2004,50,12,2004,Lower Illinois,301.00
12/15/2004,50,12,2004,St. Louis,277.00
12/15/2004,50,12,2004,Cincinnati,270.00
12/15/2004,50,12,2004,Lower Ohio,279.00
12/15/2004,50,12,2004,Cairo-Memphis,267.00
12/22/2004,51,12,2004,Twin Cities,
12/22/2004,51,12,2004,Mid-Mississippi,
12/22/2004,51,12,2004,Lower Illinois,346.00
12/22/2004,51,12,2004,St. Louis,345.00
12/22/2004,51,12,2004,Cincinnati,333.00
12/22/2004,51,12,2004,Lower Ohio,344.00
12/22/2004,51,12,2004,Cairo-Memphis,303.00
04/12/2022,15,4,2022,Cincinnati,785.00
12/29/2004,52,12,2004,Twin Cities,
12/29/2004,52,12,2004,Mid-Mississippi,
12/29/2004,52,12,2004,Lower Illinois,300.00
12/29/2004,52,12,2004,St. Louis,257.00
12/29/2004,52,12,2004,Cincinnati,273.00
12/29/2004,52,12,2004,Lower Ohio,278.00
12/29/2004,52,12,2004,Cairo-Memphis,237.00
01/05/2005,1,1,2005,Twin Cities,
01/05/2005,1,1,2005,Mid-Mississippi,
01/05/2005,1,1,2005,Lower Illinois,261.00
01/05/2005,1,1,2005,St. Louis,200.00
01/05/2005,1,1,2005,Cincinnati,222.00
01/05/2005,1,1,2005,Lower Ohio,222.00
01/05/2005,1,1,2005,Cairo-Memphis,190.00
01/12/2005,2,1,2005,Twin Cities,
01/12/2005,2,1,2005,Mid-Mississippi,
01/12/2005,2,1,2005,Lower Illinois,324.00
01/12/2005,2,1,2005,St. Louis,285.00
01/12/2005,2,1,2005,Cincinnati,244.00
01/12/2005,2,1,2005,Lower Ohio,248.00
01/12/2005,2,1,2005,Cairo-Memphis,264.00
01/19/2005,3,1,2005,Twin Cities,
01/19/2005,3,1,2005,Mid-Mississippi,
01/19/2005,3,1,2005,Lower Illinois,361.00
01/19/2005,3,1,2005,St. Louis,329.00
01/19/2005,3,1,2005,Cincinnati,290.00
01/19/2005,3,1,2005,Lower Ohio,294.00
01/19/2005,3,1,2005,Cairo-Memphis,313.00
01/26/2005,4,1,2005,Twin Cities,
01/26/2005,4,1,2005,Mid-Mississippi,
01/26/2005,4,1,2005,Lower Illinois,293.00
01/26/2005,4,1,2005,St. Louis,281.00
01/26/2005,4,1,2005,Cincinnati,329.00
01/26/2005,4,1,2005,Lower Ohio,326.00
01/26/2005,4,1,2005,Cairo-Memphis,285.00
02/02/2005,5,2,2005,Twin Cities,
02/02/2005,5,2,2005,Mid-Mississippi,
02/02/2005,5,2,2005,Lower Illinois,263.00
02/02/2005,5,2,2005,St. Louis,218.00
02/02/2005,5,2,2005,Cincinnati,301.00
02/02/2005,5,2,2005,Lower Ohio,299.00
02/02/2005,5,2,2005,Cairo-Memphis,207.00
02/09/2005,6,2,2005,Twin Cities,
02/09/2005,6,2,2005,Mid-Mississippi,
02/09/2005,6,2,2005,Lower Illinois,233.00
02/09/2005,6,2,2005,St. Louis,215.00
02/09/2005,6,2,2005,Cincinnati,218.00
02/09/2005,6,2,2005,Lower Ohio,219.00
02/09/2005,6,2,2005,Cairo-Memphis,202.00
02/16/2005,7,2,2005,Twin Cities,
02/16/2005,7,2,2005,Mid-Mississippi,
02/16/2005,7,2,2005,Lower Illinois,278.00
02/16/2005,7,2,2005,St. Louis,303.00
02/16/2005,7,2,2005,Cincinnati,243.00
02/16/2005,7,2,2005,Lower Ohio,247.00
02/16/2005,7,2,2005,Cairo-Memphis,278.00
02/23/2005,8,2,2005,Twin Cities,
02/23/2005,8,2,2005,Mid-Mississippi,
02/23/2005,8,2,2005,Lower Illinois,320.00
02/23/2005,8,2,2005,St. Louis,313.00
02/23/2005,8,2,2005,Cincinnati,289.00
02/23/2005,8,2,2005,Lower Ohio,289.00
02/23/2005,8,2,2005,Cairo-Memphis,291.00
03/02/2005,9,3,2005,Twin Cities,
03/02/2005,9,3,2005,Mid-Mississippi,380.00
03/02/2005,9,3,2005,Lower Illinois,369.00
03/02/2005,9,3,2005,St. Louis,323.00
03/02/2005,9,3,2005,Cincinnati,322.00
03/02/2005,9,3,2005,Lower Ohio,323.00
03/02/2005,9,3,2005,Cairo-Memphis,298.00
03/09/2005,10,3,2005,Twin Cities,
03/09/2005,10,3,2005,Mid-Mississippi,304.00
03/09/2005,10,3,2005,Lower Illinois,278.00
03/09/2005,10,3,2005,St. Louis,247.00
03/09/2005,10,3,2005,Cincinnati,268.00
03/09/2005,10,3,2005,Lower Ohio,272.00
03/09/2005,10,3,2005,Cairo-Memphis,237.00
03/16/2005,11,3,2005,Twin Cities,
03/16/2005,11,3,2005,Mid-Mississippi,350.00
03/16/2005,11,3,2005,Lower Illinois,344.00
03/16/2005,11,3,2005,St. Louis,308.00
03/16/2005,11,3,2005,Cincinnati,341.00
03/16/2005,11,3,2005,Lower Ohio,343.00
03/16/2005,11,3,2005,Cairo-Memphis,287.00
03/23/2005,12,3,2005,Twin Cities,
03/23/2005,12,3,2005,Mid-Mississippi,271.00
03/23/2005,12,3,2005,Lower Illinois,250.00
03/23/2005,12,3,2005,St. Louis,203.00
03/23/2005,12,3,2005,Cincinnati,232.00
03/23/2005,12,3,2005,Lower Ohio,233.00
03/23/2005,12,3,2005,Cairo-Memphis,198.00
03/30/2005,13,3,2005,Twin Cities,270.00
03/30/2005,13,3,2005,Mid-Mississippi,243.00
03/30/2005,13,3,2005,Lower Illinois,231.00
03/30/2005,13,3,2005,St. Louis,171.00
03/30/2005,13,3,2005,Cincinnati,206.00
03/30/2005,13,3,2005,Lower Ohio,208.00
03/30/2005,13,3,2005,Cairo-Memphis,167.00
04/06/2005,14,4,2005,Twin Cities,307.00
04/06/2005,14,4,2005,Mid-Mississippi,316.00
04/06/2005,14,4,2005,Lower Illinois,313.00
04/06/2005,14,4,2005,St. Louis,221.00
04/06/2005,14,4,2005,Cincinnati,233.00
04/06/2005,14,4,2005,Lower Ohio,235.00
04/06/2005,14,4,2005,Cairo-Memphis,210.00
04/13/2005,15,4,2005,Twin Cities,278.00
04/13/2005,15,4,2005,Mid-Mississippi,249.00
04/13/2005,15,4,2005,Lower Illinois,241.00
04/13/2005,15,4,2005,St. Louis,188.00
04/13/2005,15,4,2005,Cincinnati,195.00
04/13/2005,15,4,2005,Lower Ohio,195.00
04/13/2005,15,4,2005,Cairo-Memphis,177.00
04/20/2005,16,4,2005,Twin Cities,276.00
04/20/2005,16,4,2005,Mid-Mississippi,248.00
04/20/2005,16,4,2005,Lower Illinois,238.00
04/20/2005,16,4,2005,St. Louis,179.00
04/20/2005,16,4,2005,Cincinnati,188.00
04/20/2005,16,4,2005,Lower Ohio,189.00
04/20/2005,16,4,2005,Cairo-Memphis,170.00
04/27/2005,17,4,2005,Twin Cities,261.00
04/27/2005,17,4,2005,Mid-Mississippi,233.00
04/27/2005,17,4,2005,Lower Illinois,223.00
04/27/2005,17,4,2005,St. Louis,168.00
04/27/2005,17,4,2005,Cincinnati,178.00
04/27/2005,17,4,2005,Lower Ohio,178.00
04/27/2005,17,4,2005,Cairo-Memphis,161.00
05/04/2005,18,5,2005,Twin Cities,263.00
05/04/2005,18,5,2005,Mid-Mississippi,237.00
05/04/2005,18,5,2005,Lower Illinois,245.00
05/04/2005,18,5,2005,St. Louis,214.00
05/04/2005,18,5,2005,Cincinnati,187.00
05/04/2005,18,5,2005,Lower Ohio,189.00
05/04/2005,18,5,2005,Cairo-Memphis,171.00
05/11/2005,19,5,2005,Twin Cities,252.00
05/11/2005,19,5,2005,Mid-Mississippi,231.00
05/11/2005,19,5,2005,Lower Illinois,229.00
05/11/2005,19,5,2005,St. Louis,195.00
05/11/2005,19,5,2005,Cincinnati,182.00
05/11/2005,19,5,2005,Lower Ohio,186.00
05/11/2005,19,5,2005,Cairo-Memphis,167.00
05/18/2005,20,5,2005,Twin Cities,258.00
05/18/2005,20,5,2005,Mid-Mississippi,252.00
05/18/2005,20,5,2005,Lower Illinois,249.00
05/18/2005,20,5,2005,St. Louis,185.00
05/18/2005,20,5,2005,Cincinnati,178.00
05/18/2005,20,5,2005,Lower Ohio,179.00
05/18/2005,20,5,2005,Cairo-Memphis,165.00
05/25/2005,21,5,2005,Twin Cities,289.00
05/25/2005,21,5,2005,Mid-Mississippi,274.00
05/25/2005,21,5,2005,Lower Illinois,265.00
05/25/2005,21,5,2005,St. Louis,194.00
05/25/2005,21,5,2005,Cincinnati,183.00
05/25/2005,21,5,2005,Lower Ohio,184.00
05/25/2005,21,5,2005,Cairo-Memphis,178.00
06/01/2005,22,6,2005,Twin Cities,282.00
06/01/2005,22,6,2005,Mid-Mississippi,264.00
06/01/2005,22,6,2005,Lower Illinois,253.00
06/01/2005,22,6,2005,St. Louis,188.00
06/01/2005,22,6,2005,Cincinnati,183.00
06/01/2005,22,6,2005,Lower Ohio,183.00
06/01/2005,22,6,2005,Cairo-Memphis,174.00
06/08/2005,23,6,2005,Twin Cities,287.00
06/08/2005,23,6,2005,Mid-Mississippi,243.00
06/08/2005,23,6,2005,Lower Illinois,233.00
06/08/2005,23,6,2005,St. Louis,178.00
06/08/2005,23,6,2005,Cincinnati,166.00
06/08/2005,23,6,2005,Lower Ohio,169.00
06/08/2005,23,6,2005,Cairo-Memphis,167.00
06/15/2005,24,6,2005,Twin Cities,284.00
06/15/2005,24,6,2005,Mid-Mississippi,231.00
06/15/2005,24,6,2005,Lower Illinois,221.00
06/15/2005,24,6,2005,St. Louis,173.00
06/15/2005,24,6,2005,Cincinnati,161.00
06/15/2005,24,6,2005,Lower Ohio,162.00
06/15/2005,24,6,2005,Cairo-Memphis,161.00
06/22/2005,25,6,2005,Twin Cities,279.00
06/22/2005,25,6,2005,Mid-Mississippi,229.00
06/22/2005,25,6,2005,Lower Illinois,209.00
06/22/2005,25,6,2005,St. Louis,157.00
06/22/2005,25,6,2005,Cincinnati,158.00
06/22/2005,25,6,2005,Lower Ohio,162.00
06/22/2005,25,6,2005,Cairo-Memphis,156.00
06/29/2005,26,6,2005,Twin Cities,291.00
